Date,y,P_High,Vol
2016-05-24,1.3588628383570445,0.0,18.108806892601667
2016-05-25,0.695053918975308,0.9563567498860276,17.9477635223594
2016-05-26,-0.0210494087807155,0.8962423604632692,17.36641896033935
2016-05-27,0.4277713748401801,0.9129302203663567,16.635279880902814
2016-05-31,-0.1000948601451945,0.870146188319903,15.98747974334154
2016-06-01,0.1129569334814561,0.8700205926810151,15.33154080592005
2016-06-02,0.2820728742561229,0.9026152013716423,14.692109754304683
2016-06-03,-0.2916001771314569,0.9186355571692807,14.101232259383062
2016-06-06,0.4885314358637593,0.9480692031806524,13.59661223481359
2016-06-07,0.128862944631436,0.9084751944981763,13.13958768980571
2016-06-08,0.3303991188785993,0.9309728035290863,12.606155318956473
2016-06-09,-0.1719171065278857,0.923979582689038,12.13400755549588
2016-06-10,-0.921757425582026,0.982017282435365,11.689377602396316
2016-06-13,-0.8148294359402009,0.9774396567869609,12.061641199462697
2016-06-14,-0.1800509828360219,0.9161264184484375,12.23806146669978
2016-06-15,-0.184237612461402,0.9081129158237897,11.793820716379456
2016-06-16,0.3128097810598973,0.9400050814470212,11.370861091175511
2016-06-17,-0.3263274699419227,0.9508471562760259,10.95827152144361
2016-06-20,0.5791368633680349,0.9781431726184031,10.663101374239902
2016-06-21,0.2708437354294268,0.949482276399901,10.460915906170937
2016-06-22,-0.1652952332948487,0.9357943598152315,10.085279840337863
2016-06-23,1.3275511311332089,0.993972258563368,9.751357684867921
2016-06-24,-3.6580777234719086,0.9756150640137202,10.866003304783346
2016-06-27,-1.8262249261632668,0.989474845085608,18.86329410446926
2016-06-28,1.7614157916988835,0.9923729072804827,19.954106799601146
2016-06-29,1.6889216752452365,0.9913107851770504,20.483638621163877
2016-06-30,1.347382140028763,0.9830011732858792,20.839293964717868
2016-07-01,0.1946780692959393,0.92164156147293,20.683149221477642
2016-07-05,-0.6871075583428699,0.9468209627127215,19.79645649438404
2016-07-06,0.5338719739026665,0.9385182424333711,19.205959055500305
2016-07-07,-0.0871920638997991,0.912275122894554,18.468550602702866
2016-07-08,1.5138185866623743,0.982785932941916,17.69222030245303
2016-07-11,0.3402814586803693,0.9410297501086647,18.03963811777126
2016-07-12,0.6984851096364153,0.9556113187057806,17.29961789863503
2016-07-13,0.0134740520163489,0.8985091010570496,16.75675616690662
2016-07-14,0.5245391042532965,0.9295036046420376,16.051747314604825
2016-07-15,-0.0929374542387506,0.8768333701212387,15.474441086413147
2016-07-18,0.2379506878603443,0.8832971159931595,14.842318789509315
2016-07-19,-0.1436267614306707,0.8857871055337492,14.236545150525089
2016-07-20,0.4261212867369579,0.9386700149719812,13.673678476423085
2016-07-21,-0.3619024785839642,0.9405175256201657,13.179610459174224
2016-07-22,0.4543577237250851,0.9521607766936242,12.769477603818327
2016-07-25,-0.3015996263402876,0.9142200589294056,12.342491346317766
2016-07-26,0.0322754667759106,0.8590185566917251,11.947362357485964
2016-07-27,-0.1199328519867037,0.8544291847678215,11.473289559889606
2016-07-28,0.1604929506244801,0.8716008982340803,11.04494135938681
2016-07-29,0.1629962190294875,0.8843378035684677,10.61759619179655
2016-08-01,-0.1270589706066083,0.900364874902261,10.212232001385399
2016-08-02,-0.6381913907791414,0.970511914694396,9.853498045103494
2016-08-03,0.3129038245299753,0.9521627719407846,9.98096108006648
2016-08-04,0.0212567352303238,0.9144265066698921,9.64631832244263
2016-08-05,0.8566643604324575,0.9823148699955792,9.29031926227645
2016-08-08,-0.0907474350504422,0.8988083440300556,9.553121819926776
2016-08-09,0.0389673206646179,0.8842794454552241,9.223887635977215
2016-08-10,-0.286879705062848,0.9405286317964039,8.888487773848166
2016-08-11,0.4723392742399745,0.9738784280223497,8.69522799653837
2016-08-12,-0.0796367872489156,0.9184706203912925,8.540850421742244
2016-08-15,0.2789083240051226,0.9585502061196098,8.264453218794984
2016-08-16,-0.549414197082676,0.9763141890534518,8.014104545957677
2016-08-17,0.1866814596923838,0.9426276453962035,8.22698410931056
2016-08-18,0.219717934059016,0.9361400924414026,7.952204635923284
2016-08-19,-0.1441354298710173,0.9003416604624319,7.70051523723198
2016-08-22,-0.0563379006361053,0.8848616926966825,7.498540241760676
2016-08-23,0.1949862616978492,0.9390114120178944,7.273403833937004
2016-08-24,-0.525407298057079,0.9731039289931422,7.054850895471572
2016-08-25,-0.1366173845338103,0.9256729607365456,7.339661113362945
2016-08-26,-0.1580095733347164,0.933678605373395,7.159839677574064
2016-08-29,0.5214500184160364,0.9853517914440866,7.000304081553247
2016-08-30,-0.1955699005067757,0.946602321418179,7.037381341383852
2016-08-31,-0.237861476239054,0.9394227109056686,6.919145909076017
2016-09-01,-0.0041457364560848,0.9084053795115201,6.840135975958312
2016-09-02,0.4192300041961694,0.9822327069779294,6.643642629551907
2016-09-06,0.2977242343370712,0.9721574448140277,6.600136841751945
2016-09-07,-0.0146364667831022,0.9083355437142678,6.467598509194667
2016-09-08,-0.2225550780543095,0.950369160312258,6.296753084914134
2016-09-09,-2.482774756307826,0.9628341004398788,6.2514230833672295
2016-09-12,1.4570396678018405,0.9921072554332138,11.855505947336662
2016-09-13,-1.4941739368127038,0.9858525045749149,12.890351718857554
2016-09-14,-0.0587849405212281,0.9250396529454668,14.224845682323881
2016-09-15,1.0058521089339578,0.981597208341666,13.64915134573148
2016-09-16,-0.37793821611114,0.9330725322410977,13.679373393376677
2016-09-19,-0.0018699103377706,0.8747989739923382,13.2554679680536
2016-09-20,0.0299143703386128,0.889773497405139,12.719580301295847
2016-09-21,1.085795072230589,0.9868379652461471,12.207308660171703
2016-09-22,0.647883749098721,0.9834458292003407,12.496104284449194
2016-09-23,-0.5753297289881942,0.9778093829463036,12.229521077604485
2016-09-26,-0.8624922689933534,0.985560083375764,12.083172483442619
2016-09-27,0.6423572318236204,0.9835571313848139,12.336068583417253
2016-09-28,0.5282490985375254,0.979754114877528,12.075588326137527
2016-09-29,-0.9365019283515964,0.9875830144970682,11.739846476573728
2016-09-30,0.7936329103086948,0.9863972422162505,12.156168524980398
2016-10-03,-0.3265991580707172,0.9539610393958807,12.065794145485556
2016-10-04,-0.4967899838308476,0.9645283464702158,11.707588576837255
2016-10-05,0.4287490733457133,0.9577559256767392,11.51031515120356
2016-10-06,0.048142577020549,0.9046843425578066,11.143721144789914
2016-10-07,-0.3258773868327402,0.9426232729084612,10.709048548658288
2016-10-10,0.4595366404335443,0.9745865153972199,10.424090179790324
2016-10-11,-1.252460917831133,0.9809567679765087,10.1418824704273
2016-10-12,0.1145955021558009,0.9137442309487367,11.407220113775518
2016-10-13,-0.3104131264702658,0.9188659213245194,10.958680568179245
2016-10-14,0.0201616212501143,0.8890052581264889,10.64827945180761
2016-10-17,-0.3042627268629694,0.9392937908568633,10.240405369408595
2016-10-18,0.6141459963406426,0.9788329956739107,9.968774912245397
