Date,Return_x100,P_LowVol,P_HighVol,Cond_Variance,Ann_Vol
1982-01-04,0.15491869868293187,0.0,0.0,1.2089015586703655,17.454030846338394
1982-01-05,-2.2159974293688736,0.17151726679179152,0.8284827332082085,1.2112537255060534,17.471002799711453
1982-01-06,-0.727336734842925,0.31246375078607697,0.687536249213923,1.4240569734570647,18.94366272163808
1982-01-07,-0.2099870579678935,0.41657323559627696,0.583426764403723,1.3857771181510186,18.68731745794609
1982-01-08,0.5199609165179592,0.3620387747568642,0.6379612252431358,1.3234943894174265,18.262545992637264
1982-01-11,-2.3442871048942195,0.1657877524426767,0.8342122475573233,1.27076837724078,17.895072815294064
1982-01-12,-0.41187633307728216,0.4490116488176068,0.5509883511823932,1.5082887739133606,19.495865485434773
1982-01-13,-1.2284954224704743,0.18442725692406178,0.8155727430759382,1.4450797212899031,19.082979058969165
1982-01-14,0.5728685053205503,0.3762493885734217,0.6237506114265783,1.4611474126757589,19.18877661536272
1982-01-15,0.6814189475555578,0.30385866363029457,0.6961413363697054,1.4017189398631809,18.79449847283831
1982-01-18,0.7621531219608122,0.3065519638595754,0.6934480361404246,1.3521901785758517,18.459467083345462
1982-01-19,-1.0720974079671244,0.2234756887836388,0.7765243112163612,1.3108883982317245,18.17536454529577
1982-01-20,-0.6054334355690727,0.3363231878064534,0.6636768121935466,1.3150514421297996,18.204201806635453
1982-01-21,0.4155490353422265,0.3648290657808493,0.6351709342191507,1.2750948037677297,17.925509492047023
1982-01-22,-0.3201664137600088,0.36660592115788637,0.6333940788421136,1.2215113479945496,17.544824299337584
1982-01-25,0.0259976603570076,0.4125341998382901,0.5874658001617099,1.1731176420717273,17.193767644180706
1982-01-26,-0.19080664938984607,0.39335481427662744,0.6066451857233726,1.120902935785654,16.806770654054418
1982-01-27,0.476335720727762,0.35119181447153874,0.6488081855284613,1.075029592237424,16.4592666071071
1982-01-28,2.7104701984204382,0.2207184228720086,0.7792815771279914,1.0363469709860527,16.160428109690823
1982-01-29,1.2368534744823811,0.21299714838719885,0.7870028516128011,1.3407239415556966,18.381034608313964
1982-02-01,-2.200105535829599,0.1756126148718702,0.8243873851281298,1.3449529738826596,18.41000134216264
1982-02-02,0.19508891212327628,0.4970018873726403,0.5029981126273597,1.5409094712315095,19.70556233022393
1982-02-03,-1.3049782189281496,0.16056653275570124,0.8394334672442988,1.4658862457386992,19.219868207824742
1982-02-04,-0.051524260478644016,0.479203051554629,0.5207969484453709,1.491372876334226,19.38623132112647
1982-02-05,0.7189349692479654,0.2907034414615305,0.7092965585384695,1.4195332408312527,18.913550081607518
1982-02-08,-2.268414140915085,0.18510116418355066,0.8148988358164493,1.3714304739113743,18.5903329562885
1982-02-09,-0.8322066338072922,0.32187478314413726,0.6781252168558627,1.5845392250441874,19.982589539675164
1982-02-10,0.8583743691391434,0.25866748602937023,0.7413325139706297,1.5450237623329168,19.73185212056626
1982-02-11,-0.2007945150613238,0.41643516881485787,0.5835648311851421,1.4983999724376444,19.431849964794562
1982-02-12,-0.04370438424533401,0.4003268954200869,0.5996731045799131,1.4287243085689094,18.974681176751435
1982-02-15,-0.2801612758777284,0.378956437897413,0.6210435621025869,1.360815626033235,18.518248776824855
1982-02-16,-0.3249179587377641,0.36163194670805504,0.6383680532919449,1.3022422095012611,18.11532601954262
1982-02-17,0.1142807033962585,0.4167051226925738,0.5832948773074262,1.2489219076872182,17.740584002145447
1982-02-18,-0.5285424566463885,0.3469111110356058,0.6530888889643942,1.1918641096397813,17.330601709958742
1982-02-19,-1.450138841090401,0.1546235679812586,0.8453764320187414,1.155533924709368,17.064423489434407
1982-02-22,-0.07171672203394108,0.5194646743801009,0.4805353256198991,1.2220495543712606,17.548689059344508
1982-02-23,1.742421182562754,0.11990954317912778,0.8800904568208723,1.1675186505838717,17.15268783448051
1982-02-24,-0.22939837128800314,0.44338295139860445,0.5566170486013955,1.258214737829475,17.80646270130673
1982-02-25,-0.08837045467283436,0.3857606284298983,0.6142393715701018,1.2043955157707595,17.42147152149414
1982-02-26,0.17666288491855098,0.4077581933579194,0.5922418066420806,1.151273152503066,17.03293381748349
1982-03-01,-0.5575482384303284,0.3292640220368507,0.6707359779631493,1.100792236967073,16.65531878156952
1982-03-02,-1.5742722260594568,0.17674716535393686,0.8232528346460631,1.0720697502909862,16.43659262357404
1982-03-03,-0.9420359520504247,0.24756107913389588,0.7524389208661041,1.164945907833678,17.133778590085925
1982-03-04,-0.4926567760219827,0.3872883842240476,0.6127116157759525,1.1635013418081532,17.123152108640937
1982-03-05,-1.8460926718170365,0.17299183493651654,0.8270081650634835,1.1265501449817998,16.849054470070822
1982-03-08,1.378566495928747,0.18686521678100362,0.8131347832189963,1.2663467009834748,17.86391246753733
1982-03-09,0.5315261780728205,0.34690973822133264,0.6530902617786674,1.2930508732323212,18.05128305840183
1982-03-10,-0.045710107300435926,0.43766178746600826,0.5623382125339917,1.2424991326309487,17.69490834740319
1982-03-11,-0.688170812374942,0.28302488605973547,0.7169751139402645,1.186410869994322,17.290909150145033
1982-03-12,0.7704339676927398,0.2593272434491675,0.7406727565508324,1.1614325724264825,17.107922382670363
1982-03-15,-0.15544281463919835,0.4120212837982119,0.5879787162017881,1.1329140822903532,16.896578018556568
1982-03-16,-0.18318378450921644,0.4339282901340468,0.5660717098659531,1.0854192544455425,16.538610948936334
1982-03-17,1.1122368282068955,0.1551317938013933,0.8448682061986067,1.0416300726430086,16.20156715586607
1982-03-18,0.28065746547060666,0.48084676342890165,0.5191532365710984,1.051686004403656,16.27958454966592
1982-03-19,1.93398453300334,0.13586499140626196,0.864135008593738,1.0088926700739942,15.944935022089197
1982-03-22,0.6892922307371072,0.3246615769754969,0.6753384230245031,1.1444678586003456,16.982517492035363
1982-03-23,-0.5120971812730076,0.310726043216852,0.6892739567831481,1.1114887185170064,16.73604365034597
1982-03-24,0.2122204351180581,0.4529154474302014,0.5470845525697986,1.0790671100407896,16.49014589778632
1982-03-25,-1.1281487626804474,0.17239423299320678,0.8276057670067932,1.0335341515690941,16.138482152774213
1982-03-26,0.3210848281183995,0.40780637648142504,0.592193623518575,1.0633133634000123,16.36933008943259
1982-03-29,-0.026717727370936487,0.3958209511137837,0.6041790488862163,1.0205881163984254,16.037088430647355
1982-03-30,-0.27650198234353385,0.4155275620952492,0.5844724379047508,0.9783942515794269,15.70208111678244
1982-03-31,1.6212979721664678,0.14558977726371133,0.8544102227362886,0.944006260680012,15.423669397758855
1982-04-01,1.162041821019503,0.18870476808193323,0.8112952319180667,1.0290350381957085,16.103317348463282
1982-04-02,-0.3393520768060727,0.4217349600896636,0.5782650399103364,1.0444796574924426,16.2237133137915
1982-04-05,0.5476131725587225,0.2746520384031155,0.7253479615968845,1.007863192278492,15.936797810544627
1982-04-06,0.0866476096148628,0.4639374034642785,0.5360625965357215,0.9764926994230324,15.686814853710876
1982-04-07,0.6560797014172024,0.23863693297835956,0.7613630670216405,0.9366498901921971,15.363455741740973
1982-04-08,-0.18947555405948668,0.4167837700377539,0.5832162299622461,0.9155793601427422,15.189667499849069
1982-04-09,-0.008621061257988326,0.3968404806194571,0.6031595193805429,0.8826000751958403,14.91359175213509
1982-04-12,-0.1380381549530175,0.40783924861913157,0.5921607513808684,0.8490101430590741,14.6270487813122
1982-04-13,0.4479290804046041,0.31934032943984175,0.6806596705601582,0.8192457512954919,14.368365576030698
